id;date;confirmed;novos_casos;novos_casos_mm7d;deaths;novas_mortes;novas_mortes_mm7d;recovered;tests;vaccines;people_vaccinated;people_fully_vaccinated;pop_pct_vacinada;pop_pct_naovacinada;hosp;icu;vent;school_closing;workplace_closing;cancel_events;gatherings_restrictions;transport_closing;stay_home_restrictions;internal_movement_restrictions;international_movement_restrictions;information_campaigns;testing_policy;contact_tracing;facial_coverings;vaccination_policy;elderly_people_protection;government_response_index;stringency_index;containment_health_index;economic_support_index;administrative_area_level;administrative_area_level_1;administrative_area_level_2;administrative_area_level_3;latitude;longitude;population;iso_alpha_3;iso_alpha_2;iso_numeric;iso_currency;key_local;key_google_mobility;key_apple_mobility;key_jhu_csse;key_nuts;key_gadm
11;59d3b85f;06/03/2020;14;7;328.571.428.571.429;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;2;1;0;-1;0;0;9.11;11.11;10.42;0;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
12;59d3b85f;07/03/2020;19;5;457.142.857.142.857;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;2;1;0;-1;0;0;9.11;11.11;10.42;0;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
13;59d3b85f;08/03/2020;25;6;714.285.714.285.714;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;2;1;0;-1;0;0;9.11;11.11;10.42;0;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
14;59d3b85f;09/03/2020;25;0;117.142.857.142.857;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;2;1;0;-1;0;0;9.11;11.11;10.42;0;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
15;59d3b85f;10/03/2020;34;9;131.428.571.428.571;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;2;1;0;-1;0;0;9.11;11.11;10.42;0;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
16;59d3b85f;11/03/2020;53;19;175.714.285.714.286;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;2;1;0;-1;0;0;9.11;11.11;10.42;0;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
17;59d3b85f;12/03/2020;89;36;285.714.285.714.286;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3;0;-2;0;0;0;0;0;2;1;0;-1;0;0;19.01;28.7;21.73;0;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
18;59d3b85f;13/03/2020;106;17;362.857.142.857.143;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3;-1;-2;0;0;-1;0;2;2;1;0;-1;0;0;24.22;37.96;27.68;0;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
19;59d3b85f;14/03/2020;142;36;427.142.857.142.857;0;0;0.142857142857143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3;-1;-2;-2;0;-1;0;2;2;1;0;-1;0;0;26.56;42.13;30.36;0;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
20;59d3b85f;15/03/2020;225;83;658.571.428.571.429;0;0;0.571428571428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3;-1;-2;-2;0;-1;0;2;2;1;0;-1;0;0;26.56;42.13;30.36;0;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
21;59d3b85f;16/03/2020;279;54;791.428.571.428.571;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3;-1;-2;-2;0;-1;0;2;2;1;0;-1;0;0;26.56;42.13;30.36;0;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
22;59d3b85f;17/03/2020;333;54;124;1;1;157.142.857.142.857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-2;0;-1;-2;2;2;1;0;-1;0;0;38.54;57.87;40.48;25;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
23;59d3b85f;18/03/2020;514;181;150.857.142.857.143;4;3;257.142.857.142.857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;0;-1;-2;2;2;1;0;-1;0;0;40.1;60.65;42.26;25;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
24;59d3b85f;19/03/2020;643;129;195.571.428.571.429;7;3;357.142.857.142.857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-1;-1;-2;3;2;1;0;-1;0;0;43.23;66.2;45.83;25;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
25;59d3b85f;20/03/2020;974;331;239;11;4;485.714.285.714.286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-1;-1;-2;3;2;1;0;-1;0;0;43.23;66.2;45.83;25;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
26;59d3b85f;21/03/2020;1198;224;274.571.428.571.429;18;7;657.142.857.142.857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-1;-2;3;2;1;0;-1;0;1;48.44;71.76;51.79;25;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
27;59d3b85f;22/03/2020;1594;396;293.142.857.142.857;25;7;785.714.285.714.286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-1;-2;3;2;1;0;-2;0;1;50;71.76;53.57;25;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
