id;date;confirmed;novos_casos;novos_casos_mm7d;deaths;novas_mortes;novas_mortes_mm7d;recovered;tests;vaccines;people_vaccinated;people_fully_vaccinated;pop_pct_vacinada;pop_pct_naovacinada;hosp;icu;vent;school_closing;workplace_closing;cancel_events;gatherings_restrictions;transport_closing;stay_home_restrictions;internal_movement_restrictions;international_movement_restrictions;information_campaigns;testing_policy;contact_tracing;facial_coverings;vaccination_policy;elderly_people_protection;government_response_index;stringency_index;containment_health_index;economic_support_index;administrative_area_level;administrative_area_level_1;administrative_area_level_2;administrative_area_level_3;latitude;longitude;population;iso_alpha_3;iso_alpha_2;iso_numeric;iso_currency;key_local;key_google_mobility;key_apple_mobility;key_jhu_csse;key_nuts;key_gadm
177;59d3b85f;19/08/2020;3465378;48603;380.682.857.142.857;111263;1163;1002;2801931;10570174;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
178;59d3b85f;20/08/2020;3508352;42974;379.064.285.714.286;112500;1237;983.142.857.142.857;2844318;10980583;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
179;59d3b85f;21/08/2020;3540678;32326;377.801.428.571.429;113551;1051;972.714.285.714.286;2879361;11005604;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
180;59d3b85f;22/08/2020;3586586;45908;373.577.142.857.143;114379;828;951.428.571.428.571;2919647;11005604;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
181;59d3b85f;23/08/2020;3608459;21873;372.932.857.142.857;114834;455;939.428.571.428.571;2948815;11005604;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
182;59d3b85f;24/08/2020;3631972;23513;371.912.857.142.857;115557;723;903.428.571.428.571;2987729;11193479;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-3;-2;1;-2;2;2;4;0;1;66.41;73.61;68.75;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
183;59d3b85f;25/08/2020;3678279;46307;388.715.714.285.714;116760;1203;874.571.428.571.429;3032551;11193479;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-3;-2;1;-2;2;2;4;0;1;66.41;73.61;68.75;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
184;59d3b85f;26/08/2020;3726431;48152;376.405.714.285.714;117839;1079;884.428.571.428.571;3082447;11193479;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-3;-2;1;-2;2;2;4;0;1;66.41;73.61;68.75;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
185;59d3b85f;27/08/2020;3768691;42260;365.921.428.571.429;118824;985;876.714.285.714.286;3124465;11210798;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-3;-2;1;-2;2;2;4;0;1;66.41;73.61;68.75;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
186;59d3b85f;28/08/2020;3812779;44088;404.081.428.571.429;119673;849;865.857.142.857.143;3158783;11210798;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-3;-2;1;-2;2;2;4;0;1;66.41;73.61;68.75;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
187;59d3b85f;29/08/2020;3850070;37291;401.255.714.285.714;120570;897;858.285.714.285.714;3202185;11682165;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-3;-2;1;-2;2;2;4;0;1;66.41;73.61;68.75;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
188;59d3b85f;30/08/2020;3864604;14534;398.828.571.428.571;120971;401;876.142.857.142.857;3237615;11682165;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-3;-2;1;-2;2;2;4;0;1;66.41;73.61;68.75;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
189;59d3b85f;31/08/2020;3914829;50225;405.327.142.857.143;121618;647;859.285.714.285.714;3304354;11682165;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
190;59d3b85f;01/09/2020;3959158;44329;398.828.571.428.571;122768;1150;859.285.714.285.714;3353637;11907217;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
191;59d3b85f;02/09/2020;4005611;46453;393.922.857.142.857;123972;1204;817.428.571.428.571;3393078;11933975;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
192;59d3b85f;03/09/2020;4052420;46809;39412;124839;867;825.571.428.571.429;3429435;11953385;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
193;59d3b85f;04/09/2020;4091959;39539;335.964.285.714.286;125688;849;778.857.142.857.143;3467525;11953385;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
194;59d3b85f;05/09/2020;4125816;33857;299.474.285.714.286;126292;604;689.571.428.571.429;3499469;11953385;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
195;59d3b85f;06/09/2020;4140488;14672;286.094.285.714.286;126750;458;682.857.142.857.143;3522155;11953385;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
196;59d3b85f;07/09/2020;4150004;9516;277.454.285.714.286;127070;320;698.142.857.142.857;3549201;13270898;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
197;59d3b85f;08/09/2020;4168790;18786;280.302.857.142.857;127595;525;698;3572421;13270898;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
198;59d3b85f;09/09/2020;4205877;37087;275.935.714.285.714;128752;1157;721.285.714.285.714;3611632;13270898;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
199;59d3b85f;10/09/2020;4246638;40761;275.004.285.714.286;129726;974;713.714.285.714.286;3657701;13270898;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
200;59d3b85f;11/09/2020;4288171;41533;290.854.285.714.286;130574;848;733.428.571.428.571;3695158;13807456;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
201;59d3b85f;12/09/2020;4318971;30800;313.377.142.857.143;131341;767;813;3723206;13836559;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
202;59d3b85f;13/09/2020;4332991;14020;313.677.142.857.143;131746;405;785.142.857.142.857;3748895;13836559;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
203;59d3b85f;14/09/2020;4353602;20611;307.454.285.714.286;132204;458;770.142.857.142.857;3770138;13836559;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
204;59d3b85f;15/09/2020;4388154;34552;30488;133286;1082;767.285.714.285.714;3811505;13836559;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
205;59d3b85f;16/09/2020;4425451;37297;303.105.714.285.714;134248;962;755;3853829;14149045;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
206;59d3b85f;17/09/2020;4461856;36405;305.137.142.857.143;135117;869;747.285.714.285.714;3873934;14166928;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
207;59d3b85f;18/09/2020;4501587;39731;300.885.714.285.714;135945;828;748.428.571.428.571;3908897;14166928;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
208;59d3b85f;19/09/2020;4531145;29558;301.478.571.428.571;136626;681;707.285.714.285.714;3937914;14166928;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
209;59d3b85f;20/09/2020;4546587;15442;294.948.571.428.571;136977;351;703;3963446;14166928;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
210;59d3b85f;21/09/2020;4564222;17635;288.677.142.857.143;137443;466;692.428.571.428.571;3979644;14457260;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
211;59d3b85f;22/09/2020;4599189;34967;278.075.714.285.714;138237;794;691.571.428.571.429;4040987;14457260;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-4;-2;-2;-2;1;-2;2;2;4;0;1;64.32;69.91;66.37;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
212;59d3b85f;23/09/2020;4631915;32726;271.161.428.571.429;139169;932;697.428.571.428.571;4070983;14457260;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
213;59d3b85f;24/09/2020;4663930;32015;268.797.142.857.143;139964;795;695.714.285.714.286;4109792;15096660;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
214;59d3b85f;25/09/2020;4696240;32310;267.705.714.285.714;140786;822;685;4130667;15096660;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
215;59d3b85f;26/09/2020;4720958;24718;264.678.571.428.571;141508;722;694.142.857.142.857;4153267;15096660;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
216;59d3b85f;27/09/2020;4734745;13787;264.928.571.428.571;141847;339;701.285.714.285.714;4172711;15096660;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
217;59d3b85f;28/09/2020;4751616;16871;270.311.428.571.429;142238;391;698.142.857.142.857;4197372;15096660;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
218;59d3b85f;29/09/2020;4784464;32848;271.037.142.857.143;143096;858;674.142.857.142.857;4237152;15375387;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
219;59d3b85f;30/09/2020;4817365;32901;268.594.285.714.286;144078;982;655;4274774;15412955;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
220;59d3b85f;01/10/2020;4853148;35783;261.348.571.428.571;144851;773;657.714.285.714.286;4299659;15412955;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
221;59d3b85f;02/10/2020;4885966;32818;274.465.714.285.714;145505;654;658;4324700;15412955;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
222;59d3b85f;03/10/2020;4908974;23008;272.577.142.857.143;146093;588;651.142.857.142.857;4361108;15715116;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
223;59d3b85f;04/10/2020;4917689;8715;269.772.857.142.857;146451;358;614.428.571.428.571;4376667;15715116;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
224;59d3b85f;05/10/2020;4943742;26053;256.982.857.142.857;146844;393;609;4400214;15715116;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
225;59d3b85f;06/10/2020;4975268;31526;249.718.571.428.571;147654;810;609;4430340;15715116;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
226;59d3b85f;07/10/2020;5006206;30938;25077;148379;725;601.285.714.285.714;4458274;15715116;NA;NA;NA;NA;NA;NA;NA;NA;-3;-3;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;62.76;67.13;64.58;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
227;59d3b85f;08/10/2020;5033036;26830;255.735.714.285.714;149114;735;589.857.142.857.143;4486954;16037030;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
228;59d3b85f;09/10/2020;5060769;27733;230.854.285.714.286;149768;654;561.428.571.428.571;4502170;16037030;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
229;59d3b85f;10/10/2020;5084513;23744;204.901.428.571.429;150302;534;499.714.285.714.286;4529778;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
230;59d3b85f;11/10/2020;5096704;12191;200.481.428.571.429;150580;278;500.714.285.714.286;4553223;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
231;59d3b85f;12/10/2020;5105340;8636;205.618.571.428.571;150774;194;512;4575656;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
232;59d3b85f;13/10/2020;5118699;13359;206.851.428.571.429;151152;378;510.428.571.428.571;4596565;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
233;59d3b85f;14/10/2020;5146543;27844;202.611.428.571.429;151884;732;493.428.571.428.571;4626943;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
234;59d3b85f;15/10/2020;5176969;30426;202.411.428.571.429;152698;814;487.285.714.285.714;4655705;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
235;59d3b85f;16/10/2020;5205565;28596;213.758.571.428.571;153341;643;506.142.857.142.857;4678510;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
236;59d3b85f;17/10/2020;5226341;20776;228.625.714.285.714;153756;415;544.714.285.714.286;4701636;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
237;59d3b85f;18/10/2020;5238392;12051;225.785.714.285.714;153991;235;521.714.285.714.286;4716887;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
238;59d3b85f;19/10/2020;5254971;16579;217.697.142.857.143;154317;326;477.571.428.571.429;4736903;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
239;59d3b85f;20/10/2020;5278737;23766;219.704.285.714.286;154965;648;466.142.857.142.857;4761602;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
240;59d3b85f;21/10/2020;5304593;25856;225.715.714.285.714;155536;571;462.142.857.142.857;4785118;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
241;59d3b85f;22/10/2020;5329357;24764;226.005.714.285.714;156041;505;461.857.142.857.143;4805356;16772127;NA;NA;NA;NA;NA;NA;NA;NA;-3;-2;-2;-3;-2;-2;-2;1;-2;2;2;4;0;1;60.68;63.43;62.2;50;1;Brazil;NA;NA;-14.235;-519.253;209469333;BRA;BR;76;BRL;NA;ChIJzyjM68dZnAARYz4p8gYVWik;Brazil;BR;NA
